event_id,timestamp,machine_id,operator_id,event_type,severity,risk_score,details,acknowledged
SE0181,2026-09-05 17:36:47,WHE014,OP049,Seatbelt Violation,HIGH,73.6,Safety rule triggered: Seatbelt Violation recorded on WHE014 during active shift.,True
SE0182,2026-09-14 18:12:47,EXC001,OP004,Proximity Hazard,CRITICAL,88.0,Safety rule triggered: Proximity Hazard recorded on EXC001 during active shift.,False
SE0183,2026-09-03 14:48:47,WHE032,OP088,Proximity Hazard,MEDIUM,80.2,Safety rule triggered: Proximity Hazard recorded on WHE032 during active shift.,False
SE0184,2026-09-15 13:07:47,WHE026,OP094,Proximity Hazard,CRITICAL,93.3,Safety rule triggered: Proximity Hazard recorded on WHE026 during active shift.,True
SE0185,2026-09-05 06:30:47,EXC049,OP045,Seatbelt Violation,HIGH,68.0,Safety rule triggered: Seatbelt Violation recorded on EXC049 during active shift.,False
SE0186,2026-08-23 16:24:47,GRA010,OP100,High Vibration,HIGH,74.4,Safety rule triggered: High Vibration recorded on GRA010 during active shift.,False
SE0187,2026-09-17 20:12:47,EXC043,OP083,Seatbelt Violation,HIGH,75.7,Safety rule triggered: Seatbelt Violation recorded on EXC043 during active shift.,False
SE0188,2026-09-04 05:04:47,EXC025,OP043,Seatbelt Violation,HIGH,75.1,Safety rule triggered: Seatbelt Violation recorded on EXC025 during active shift.,True
SE0189,2026-08-25 03:39:47,DUM005,OP006,High Fatigue,HIGH,67.6,Safety rule triggered: High Fatigue recorded on DUM005 during active shift.,True
SE0190,2026-08-24 13:16:47,EXC025,OP096,Seatbelt Violation,HIGH,68.2,Safety rule triggered: Seatbelt Violation recorded on EXC025 during active shift.,True
SE0191,2026-09-20 18:08:47,WHE038,OP013,Proximity Hazard,MEDIUM,91.1,Safety rule triggered: Proximity Hazard recorded on WHE038 during active shift.,True
SE0192,2026-09-07 07:19:47,DUM011,OP017,Excessive Idling,MEDIUM,41.5,Safety rule triggered: Excessive Idling recorded on DUM011 during active shift.,True
SE0193,2026-09-07 06:06:47,EXC031,OP016,High Fatigue,HIGH,64.3,Safety rule triggered: High Fatigue recorded on EXC031 during active shift.,True
SE0194,2026-09-19 21:26:47,COM006,OP069,Seatbelt Violation,HIGH,66.7,Safety rule triggered: Seatbelt Violation recorded on COM006 during active shift.,True
SE0195,2026-08-23 23:00:47,WHE038,OP099,High Vibration,HIGH,65.9,Safety rule triggered: High Vibration recorded on WHE038 during active shift.,True
SE0196,2026-09-12 13:34:47,GRA004,OP062,High Vibration,MEDIUM,64.2,Safety rule triggered: High Vibration recorded on GRA004 during active shift.,True
SE0197,2026-08-30 18:54:47,GRA034,OP079,Excessive Idling,MEDIUM,38.5,Safety rule triggered: Excessive Idling recorded on GRA034 during active shift.,False
SE0198,2026-09-08 02:57:47,DUM017,OP074,High Vibration,HIGH,74.7,Safety rule triggered: High Vibration recorded on DUM017 during active shift.,False
SE0199,2026-09-03 16:11:47,GRA040,OP058,Overheating,HIGH,80.2,Safety rule triggered: Overheating recorded on GRA040 during active shift.,False
SE0200,2026-08-25 08:04:47,DOZ021,OP021,Seatbelt Violation,HIGH,71.4,Safety rule triggered: Seatbelt Violation recorded on DOZ021 during active shift.,True
SE0201,2026-09-20 03:09:47,WHE032,OP016,Seatbelt Violation,HIGH,69.7,Safety rule triggered: Seatbelt Violation recorded on WHE032 during active shift.,False
SE0202,2026-09-10 00:32:47,DOZ027,OP043,Overheating,HIGH,73.0,Safety rule triggered: Overheating recorded on DOZ027 during active shift.,False
SE0203,2026-09-05 15:31:47,COM048,OP013,Overheating,MEDIUM,76.6,Safety rule triggered: Overheating recorded on COM048 during active shift.,True
SE0204,2026-08-24 12:21:47,EXC043,OP014,Overheating,HIGH,64.2,Safety rule triggered: Overheating recorded on EXC043 during active shift.,True
SE0205,2026-09-16 15:06:47,DUM005,OP064,Excessive Idling,MEDIUM,44.8,Safety rule triggered: Excessive Idling recorded on DUM005 during active shift.,True
SE0206,2026-09-10 04:22:47,GRA046,OP041,High Vibration,HIGH,78.7,Safety rule triggered: High Vibration recorded on GRA046 during active shift.,True
SE0207,2026-08-28 09:28:47,DOZ027,OP026,Seatbelt Violation,HIGH,69.8,Safety rule triggered: Seatbelt Violation recorded on DOZ027 during active shift.,False
SE0208,2026-08-24 00:10:47,DOZ039,OP060,Proximity Hazard,CRITICAL,84.2,Safety rule triggered: Proximity Hazard recorded on DOZ039 during active shift.,False
SE0209,2026-08-30 22:32:47,DUM029,OP023,High Fatigue,HIGH,63.9,Safety rule triggered: High Fatigue recorded on DUM029 during active shift.,True
SE0210,2026-09-13 15:54:47,DOZ027,OP077,Seatbelt Violation,HIGH,66.2,Safety rule triggered: Seatbelt Violation recorded on DOZ027 during active shift.,True
SE0211,2026-08-24 17:32:47,WHE014,OP063,Excessive Idling,MEDIUM,47.9,Safety rule triggered: Excessive Idling recorded on WHE014 during active shift.,True
SE0212,2026-09-05 05:28:47,DUM005,OP012,Overheating,HIGH,81.8,Safety rule triggered: Overheating recorded on DUM005 during active shift.,False
SE0213,2026-09-04 14:33:47,DOZ045,OP091,Overheating,HIGH,70.9,Safety rule triggered: Overheating recorded on DOZ045 during active shift.,False
SE0214,2026-09-10 18:34:47,WHE038,OP007,Overheating,HIGH,79.1,Safety rule triggered: Overheating recorded on WHE038 during active shift.,False
SE0215,2026-09-20 05:36:47,DOZ045,OP007,Proximity Hazard,CRITICAL,82.8,Safety rule triggered: Proximity Hazard recorded on DOZ045 during active shift.,True
SE0216,2026-09-20 22:08:47,EXC001,OP064,High Vibration,HIGH,71.3,Safety rule triggered: High Vibration recorded on EXC001 during active shift.,True
SE0217,2026-08-28 13:21:47,DUM023,OP025,Excessive Idling,MEDIUM,42.1,Safety rule triggered: Excessive Idling recorded on DUM023 during active shift.,True
SE0218,2026-09-11 05:06:47,DUM011,OP015,High Vibration,HIGH,78.7,Safety rule triggered: High Vibration recorded on DUM011 during active shift.,True
SE0219,2026-08-25 08:34:47,EXC013,OP054,High Vibration,HIGH,74.6,Safety rule triggered: High Vibration recorded on EXC013 during active shift.,False
SE0220,2026-09-03 18:41:47,DUM005,OP061,Proximity Hazard,CRITICAL,81.8,Safety rule triggered: Proximity Hazard recorded on DUM005 during active shift.,True
SE0221,2026-09-22 11:08:47,COM018,OP075,High Fatigue,MEDIUM,61.1,Safety rule triggered: High Fatigue recorded on COM018 during active shift.,True
SE0222,2026-08-28 10:45:47,DOZ045,OP078,High Fatigue,HIGH,64.3,Safety rule triggered: High Fatigue recorded on DOZ045 during active shift.,True
SE0223,2026-09-17 16:09:47,EXC031,OP087,Proximity Hazard,CRITICAL,74.1,Safety rule triggered: Proximity Hazard recorded on EXC031 during active shift.,False
SE0224,2026-09-11 19:04:47,COM048,OP038,High Fatigue,HIGH,67.6,Safety rule triggered: High Fatigue recorded on COM048 during active shift.,True
SE0225,2026-09-12 12:57:47,DOZ033,OP029,High Fatigue,HIGH,63.6,Safety rule triggered: High Fatigue recorded on DOZ033 during active shift.,True
SE0226,2026-09-03 16:40:47,GRA016,OP088,Excessive Idling,MEDIUM,43.5,Safety rule triggered: Excessive Idling recorded on GRA016 during active shift.,False
SE0227,2026-09-18 20:14:47,EXC049,OP016,Overheating,HIGH,70.6,Safety rule triggered: Overheating recorded on EXC049 during active shift.,True
SE0228,2026-09-03 15:06:47,DUM047,OP028,High Fatigue,MEDIUM,66.0,Safety rule triggered: High Fatigue recorded on DUM047 during active shift.,True
SE0229,2026-08-30 01:00:47,GRA010,OP042,Proximity Hazard,CRITICAL,88.4,Safety rule triggered: Proximity Hazard recorded on GRA010 during active shift.,True
SE0230,2026-09-20 16:11:47,DUM029,OP035,Seatbelt Violation,MEDIUM,67.8,Safety rule triggered: Seatbelt Violation recorded on DUM029 during active shift.,True
SE0231,2026-09-12 17:38:47,COM048,OP024,High Vibration,MEDIUM,72.7,Safety rule triggered: High Vibration recorded on COM048 during active shift.,True
SE0232,2026-08-28 04:00:47,DUM041,OP095,Seatbelt Violation,HIGH,63.5,Safety rule triggered: Seatbelt Violation recorded on DUM041 during active shift.,False
SE0233,2026-08-26 09:03:47,DOZ027,OP023,Excessive Idling,MEDIUM,40.1,Safety rule triggered: Excessive Idling recorded on DOZ027 during active shift.,True
SE0234,2026-09-16 22:49:47,COM012,OP091,High Vibration,HIGH,73.0,Safety rule triggered: High Vibration recorded on COM012 during active shift.,False
SE0235,2026-09-05 23:11:47,WHE008,OP090,Seatbelt Violation,MEDIUM,62.7,Safety rule triggered: Seatbelt Violation recorded on WHE008 during active shift.,True
SE0236,2026-09-15 00:27:47,EXC037,OP077,Proximity Hazard,MEDIUM,86.1,Safety rule triggered: Proximity Hazard recorded on EXC037 during active shift.,True
SE0237,2026-08-30 17:44:47,EXC007,OP027,High Fatigue,MEDIUM,63.0,Safety rule triggered: High Fatigue recorded on EXC007 during active shift.,True
SE0238,2026-09-20 01:58:47,DOZ021,OP030,High Fatigue,HIGH,74.6,Safety rule triggered: High Fatigue recorded on DOZ021 during active shift.,True
SE0239,2026-09-21 16:05:47,WHE014,OP100,Excessive Idling,MEDIUM,52.2,Safety rule triggered: Excessive Idling recorded on WHE014 during active shift.,False
SE0240,2026-08-28 20:37:47,EXC001,OP099,Proximity Hazard,MEDIUM,87.3,Safety rule triggered: Proximity Hazard recorded on EXC001 during active shift.,False
SE0241,2026-09-02 01:09:47,WHE026,OP067,Overheating,HIGH,80.6,Safety rule triggered: Overheating recorded on WHE026 during active shift.,False
SE0242,2026-09-04 22:03:47,DOZ003,OP084,Overheating,MEDIUM,77.5,Safety rule triggered: Overheating recorded on DOZ003 during active shift.,True
SE0243,2026-09-11 16:54:47,EXC043,OP040,High Vibration,MEDIUM,73.5,Safety rule triggered: High Vibration recorded on EXC043 during active shift.,True
SE0244,2026-09-03 03:12:47,COM030,OP018,Overheating,HIGH,73.9,Safety rule triggered: Overheating recorded on COM030 during active shift.,False
SE0245,2026-08-30 15:49:47,DOZ003,OP072,High Vibration,HIGH,73.7,Safety rule triggered: High Vibration recorded on DOZ003 during active shift.,False
SE0246,2026-09-19 20:57:47,COM012,OP090,Overheating,MEDIUM,78.7,Safety rule triggered: Overheating recorded on COM012 during active shift.,False
SE0247,2026-08-26 06:15:47,DUM041,OP100,Excessive Idling,MEDIUM,39.6,Safety rule triggered: Excessive Idling recorded on DUM041 during active shift.,False
SE0248,2026-08-25 09:30:47,COM042,OP098,High Fatigue,HIGH,70.3,Safety rule triggered: High Fatigue recorded on COM042 during active shift.,False
SE0249,2026-09-21 10:24:47,WHE026,OP066,Excessive Idling,MEDIUM,50.7,Safety rule triggered: Excessive Idling recorded on WHE026 during active shift.,True
SE0250,2026-09-08 06:07:47,WHE014,OP080,Proximity Hazard,CRITICAL,80.6,Safety rule triggered: Proximity Hazard recorded on WHE014 during active shift.,True
SE0251,2026-09-07 13:02:47,DUM029,OP004,Excessive Idling,MEDIUM,39.8,Safety rule triggered: Excessive Idling recorded on DUM029 during active shift.,True
SE0252,2026-09-02 04:57:47,WHE008,OP062,Proximity Hazard,CRITICAL,83.2,Safety rule triggered: Proximity Hazard recorded on WHE008 during active shift.,True
SE0253,2026-09-01 06:31:47,EXC019,OP002,High Vibration,HIGH,74.4,Safety rule triggered: High Vibration recorded on EXC019 during active shift.,True
SE0254,2026-09-17 14:37:47,DOZ009,OP084,High Fatigue,HIGH,70.6,Safety rule triggered: High Fatigue recorded on DOZ009 during active shift.,True
SE0255,2026-09-19 13:11:47,COM048,OP035,Proximity Hazard,CRITICAL,84.3,Safety rule triggered: Proximity Hazard recorded on COM048 during active shift.,False
SE0256,2026-09-16 10:35:47,GRA034,OP093,Overheating,MEDIUM,71.7,Safety rule triggered: Overheating recorded on GRA034 during active shift.,True
SE0257,2026-09-18 04:40:47,WHE044,OP032,Excessive Idling,MEDIUM,48.1,Safety rule triggered: Excessive Idling recorded on WHE044 during active shift.,True
SE0258,2026-08-26 12:11:47,DOZ021,OP040,Excessive Idling,MEDIUM,44.4,Safety rule triggered: Excessive Idling recorded on DOZ021 during active shift.,True
SE0259,2026-09-03 02:06:47,DUM035,OP013,Seatbelt Violation,HIGH,66.4,Safety rule triggered: Seatbelt Violation recorded on DUM035 during active shift.,True
SE0260,2026-09-13 17:48:47,COM018,OP022,High Fatigue,HIGH,61.0,Safety rule triggered: High Fatigue recorded on COM018 during active shift.,True
SE0261,2026-09-02 11:37:47,GRA010,OP086,High Fatigue,HIGH,69.6,Safety rule triggered: High Fatigue recorded on GRA010 during active shift.,True
SE0262,2026-09-16 00:07:47,DOZ045,OP036,Proximity Hazard,CRITICAL,77.5,Safety rule triggered: Proximity Hazard recorded on DOZ045 during active shift.,False
SE0263,2026-09-13 21:41:47,DOZ045,OP077,Seatbelt Violation,MEDIUM,78.0,Safety rule triggered: Seatbelt Violation recorded on DOZ045 during active shift.,False
SE0264,2026-08-26 09:34:47,DUM023,OP090,Excessive Idling,MEDIUM,47.5,Safety rule triggered: Excessive Idling recorded on DUM023 during active shift.,False
SE0265,2026-09-06 22:08:47,EXC043,OP095,Seatbelt Violation,HIGH,68.5,Safety rule triggered: Seatbelt Violation recorded on EXC043 during active shift.,True
SE0266,2026-09-10 03:19:47,DUM005,OP044,High Vibration,HIGH,75.3,Safety rule triggered: High Vibration recorded on DUM005 during active shift.,True
SE0267,2026-09-14 09:09:47,GRA040,OP074,Seatbelt Violation,HIGH,59.6,Safety rule triggered: Seatbelt Violation recorded on GRA040 during active shift.,False
SE0268,2026-09-16 15:29:47,WHE032,OP045,High Fatigue,HIGH,61.6,Safety rule triggered: High Fatigue recorded on WHE032 during active shift.,False
SE0269,2026-09-21 06:06:47,GRA040,OP091,Overheating,HIGH,83.2,Safety rule triggered: Overheating recorded on GRA040 during active shift.,True
SE0270,2026-09-13 14:57:47,DOZ003,OP041,Excessive Idling,MEDIUM,47.4,Safety rule triggered: Excessive Idling recorded on DOZ003 during active shift.,True
SE0271,2026-09-20 13:19:47,WHE020,OP042,Proximity Hazard,CRITICAL,81.9,Safety rule triggered: Proximity Hazard recorded on WHE020 during active shift.,True
SE0272,2026-09-07 06:34:47,GRA040,OP008,High Vibration,MEDIUM,66.8,Safety rule triggered: High Vibration recorded on GRA040 during active shift.,True
SE0273,2026-08-26 10:16:47,DUM005,OP086,Excessive Idling,MEDIUM,49.1,Safety rule triggered: Excessive Idling recorded on DUM005 during active shift.,False
SE0274,2026-09-12 23:35:47,COM042,OP026,Seatbelt Violation,HIGH,73.0,Safety rule triggered: Seatbelt Violation recorded on COM042 during active shift.,True
SE0275,2026-09-17 16:57:47,GRA040,OP035,High Fatigue,HIGH,60.0,Safety rule triggered: High Fatigue recorded on GRA040 during active shift.,True
SE0276,2026-09-03 06:43:47,COM012,OP005,Overheating,HIGH,72.2,Safety rule triggered: Overheating recorded on COM012 during active shift.,False
SE0277,2026-08-31 23:39:47,EXC031,OP049,Proximity Hazard,CRITICAL,85.9,Safety rule triggered: Proximity Hazard recorded on EXC031 during active shift.,False
SE0278,2026-08-24 22:13:47,WHE038,OP085,Excessive Idling,MEDIUM,47.6,Safety rule triggered: Excessive Idling recorded on WHE038 during active shift.,True
SE0279,2026-09-17 17:13:47,COM012,OP100,Overheating,HIGH,69.1,Safety rule triggered: Overheating recorded on COM012 during active shift.,False
SE0280,2026-09-05 23:35:47,DOZ015,OP030,High Fatigue,HIGH,62.5,Safety rule triggered: High Fatigue recorded on DOZ015 during active shift.,True
SE0281,2026-09-21 10:27:47,EXC037,OP033,Seatbelt Violation,HIGH,65.2,Safety rule triggered: Seatbelt Violation recorded on EXC037 during active shift.,True
SE0282,2026-09-16 15:54:47,DUM035,OP097,High Vibration,HIGH,69.7,Safety rule triggered: High Vibration recorded on DUM035 during active shift.,False
SE0283,2026-08-29 04:48:47,WHE002,OP080,High Vibration,HIGH,69.8,Safety rule triggered: High Vibration recorded on WHE002 during active shift.,False
SE0284,2026-09-02 15:08:47,DOZ009,OP036,High Fatigue,HIGH,65.6,Safety rule triggered: High Fatigue recorded on DOZ009 during active shift.,True
SE0285,2026-09-10 22:11:47,EXC019,OP001,Proximity Hazard,MEDIUM,78.3,Safety rule triggered: Proximity Hazard recorded on EXC019 during active shift.,True
SE0286,2026-08-31 06:16:47,COM012,OP066,High Vibration,MEDIUM,72.6,Safety rule triggered: High Vibration recorded on COM012 during active shift.,True
SE0287,2026-09-17 02:26:47,DOZ027,OP025,High Fatigue,HIGH,71.5,Safety rule triggered: High Fatigue recorded on DOZ027 during active shift.,True
SE0288,2026-09-04 04:49:47,GRA034,OP069,High Vibration,HIGH,70.9,Safety rule triggered: High Vibration recorded on GRA034 during active shift.,False
SE0289,2026-09-08 00:01:47,DUM017,OP027,Proximity Hazard,CRITICAL,79.4,Safety rule triggered: Proximity Hazard recorded on DUM017 during active shift.,True
SE0290,2026-09-10 21:47:47,COM048,OP068,Seatbelt Violation,HIGH,66.4,Safety rule triggered: Seatbelt Violation recorded on COM048 during active shift.,True
SE0291,2026-09-21 19:21:47,DUM017,OP094,Overheating,HIGH,78.0,Safety rule triggered: Overheating recorded on DUM017 during active shift.,True
SE0292,2026-08-29 02:51:47,WHE050,OP047,Excessive Idling,MEDIUM,46.1,Safety rule triggered: Excessive Idling recorded on WHE050 during active shift.,True
SE0293,2026-08-30 17:29:47,EXC019,OP032,Proximity Hazard,CRITICAL,83.0,Safety rule triggered: Proximity Hazard recorded on EXC019 during active shift.,False
SE0294,2026-08-24 08:07:47,EXC025,OP080,Proximity Hazard,CRITICAL,84.4,Safety rule triggered: Proximity Hazard recorded on EXC025 during active shift.,True
SE0295,2026-09-22 21:19:47,GRA022,OP044,Overheating,HIGH,81.3,Safety rule triggered: Overheating recorded on GRA022 during active shift.,False
SE0296,2026-08-28 11:56:47,WHE014,OP044,High Fatigue,HIGH,69.8,Safety rule triggered: High Fatigue recorded on WHE014 during active shift.,True
SE0297,2026-08-29 17:35:47,DUM023,OP021,Overheating,HIGH,66.8,Safety rule triggered: Overheating recorded on DUM023 during active shift.,True
SE0298,2026-09-11 15:54:47,GRA034,OP080,High Vibration,HIGH,70.3,Safety rule triggered: High Vibration recorded on GRA034 during active shift.,True
SE0299,2026-08-27 12:24:47,EXC031,OP081,High Fatigue,HIGH,65.4,Safety rule triggered: High Fatigue recorded on EXC031 during active shift.,True
SE0300,2026-08-28 16:01:47,EXC037,OP055,Proximity Hazard,CRITICAL,82.6,Safety rule triggered: Proximity Hazard recorded on EXC037 during active shift.,True
SE0301,2026-09-17 01:40:47,EXC019,OP042,Excessive Idling,MEDIUM,50.2,Safety rule triggered: Excessive Idling recorded on EXC019 during active shift.,True
SE0302,2026-09-11 01:28:47,EXC007,OP061,Overheating,MEDIUM,86.2,Safety rule triggered: Overheating recorded on EXC007 during active shift.,False
SE0303,2026-09-19 17:55:47,DUM017,OP059,Seatbelt Violation,HIGH,73.4,Safety rule triggered: Seatbelt Violation recorded on DUM017 during active shift.,True
SE0304,2026-09-21 16:28:47,EXC013,OP001,Overheating,MEDIUM,69.2,Safety rule triggered: Overheating recorded on EXC013 during active shift.,True
SE0305,2026-09-18 17:53:47,GRA022,OP036,Overheating,HIGH,71.0,Safety rule triggered: Overheating recorded on GRA022 during active shift.,True
SE0306,2026-08-25 03:18:47,COM030,OP028,Overheating,MEDIUM,75.9,Safety rule triggered: Overheating recorded on COM030 during active shift.,True
SE0307,2026-09-03 14:39:47,COM048,OP094,High Fatigue,HIGH,72.6,Safety rule triggered: High Fatigue recorded on COM048 during active shift.,True
SE0308,2026-09-06 21:52:47,EXC043,OP049,Excessive Idling,MEDIUM,48.5,Safety rule triggered: Excessive Idling recorded on EXC043 during active shift.,False
SE0309,2026-09-05 15:49:47,DUM029,OP076,Excessive Idling,MEDIUM,43.5,Safety rule triggered: Excessive Idling recorded on DUM029 during active shift.,False
SE0310,2026-09-22 22:44:47,DUM017,OP059,Overheating,MEDIUM,76.6,Safety rule triggered: Overheating recorded on DUM017 during active shift.,False
SE0311,2026-08-31 14:45:47,EXC007,OP059,High Vibration,HIGH,78.1,Safety rule triggered: High Vibration recorded on EXC007 during active shift.,False
SE0312,2026-09-22 09:46:47,GRA028,OP075,Seatbelt Violation,HIGH,67.2,Safety rule triggered: Seatbelt Violation recorded on GRA028 during active shift.,True
SE0313,2026-08-25 09:52:47,GRA040,OP057,High Fatigue,HIGH,63.2,Safety rule triggered: High Fatigue recorded on GRA040 during active shift.,False
SE0314,2026-09-16 18:48:47,WHE002,OP098,Seatbelt Violation,HIGH,63.3,Safety rule triggered: Seatbelt Violation recorded on WHE002 during active shift.,True
SE0315,2026-09-20 01:11:47,GRA046,OP058,High Fatigue,HIGH,58.0,Safety rule triggered: High Fatigue recorded on GRA046 during active shift.,True
SE0316,2026-09-09 21:55:47,EXC031,OP046,Excessive Idling,MEDIUM,46.1,Safety rule triggered: Excessive Idling recorded on EXC031 during active shift.,True
SE0317,2026-09-03 01:07:47,DOZ021,OP001,High Vibration,HIGH,64.8,Safety rule triggered: High Vibration recorded on DOZ021 during active shift.,False
SE0318,2026-09-06 22:15:47,DUM035,OP094,Seatbelt Violation,HIGH,72.4,Safety rule triggered: Seatbelt Violation recorded on DUM035 during active shift.,True
SE0319,2026-09-10 19:54:47,WHE044,OP013,Seatbelt Violation,HIGH,66.6,Safety rule triggered: Seatbelt Violation recorded on WHE044 during active shift.,False
SE0320,2026-09-04 13:22:47,EXC019,OP034,High Vibration,HIGH,70.9,Safety rule triggered: High Vibration recorded on EXC019 during active shift.,True
SE0321,2026-09-01 05:36:47,WHE014,OP037,Proximity Hazard,CRITICAL,86.5,Safety rule triggered: Proximity Hazard recorded on WHE014 during active shift.,True
SE0322,2026-09-09 17:02:47,GRA040,OP082,High Fatigue,HIGH,61.6,Safety rule triggered: High Fatigue recorded on GRA040 during active shift.,True
SE0323,2026-08-26 03:11:47,DOZ021,OP003,Overheating,HIGH,76.9,Safety rule triggered: Overheating recorded on DOZ021 during active shift.,False
SE0324,2026-09-03 01:14:47,EXC049,OP003,High Fatigue,MEDIUM,63.4,Safety rule triggered: High Fatigue recorded on EXC049 during active shift.,False
SE0325,2026-09-05 04:51:47,DOZ027,OP091,Excessive Idling,MEDIUM,47.7,Safety rule triggered: Excessive Idling recorded on DOZ027 during active shift.,True
SE0326,2026-09-22 08:03:47,GRA022,OP040,Excessive Idling,MEDIUM,43.4,Safety rule triggered: Excessive Idling recorded on GRA022 during active shift.,True
SE0327,2026-08-26 06:36:47,COM048,OP034,High Vibration,HIGH,64.8,Safety rule triggered: High Vibration recorded on COM048 during active shift.,True
SE0328,2026-09-07 18:21:47,GRA028,OP010,Overheating,HIGH,76.2,Safety rule triggered: Overheating recorded on GRA028 during active shift.,True
SE0329,2026-08-28 21:28:47,DUM011,OP043,Overheating,HIGH,79.6,Safety rule triggered: Overheating recorded on DUM011 during active shift.,False
SE0330,2026-08-27 08:14:47,WHE020,OP005,Seatbelt Violation,HIGH,71.9,Safety rule triggered: Seatbelt Violation recorded on WHE020 during active shift.,True
SE0331,2026-08-27 04:28:47,GRA004,OP088,High Fatigue,HIGH,59.2,Safety rule triggered: High Fatigue recorded on GRA004 during active shift.,True
SE0332,2026-09-07 22:04:47,DOZ021,OP091,Overheating,HIGH,76.7,Safety rule triggered: Overheating recorded on DOZ021 during active shift.,True
SE0333,2026-09-11 02:24:47,COM012,OP097,High Vibration,HIGH,78.7,Safety rule triggered: High Vibration recorded on COM012 during active shift.,False
SE0334,2026-09-10 04:10:47,DUM005,OP081,Overheating,HIGH,81.0,Safety rule triggered: Overheating recorded on DUM005 during active shift.,True
SE0335,2026-09-05 04:20:47,COM042,OP037,Overheating,HIGH,75.6,Safety rule triggered: Overheating recorded on COM042 during active shift.,True
SE0336,2026-08-27 10:54:47,DOZ027,OP072,High Vibration,MEDIUM,67.2,Safety rule triggered: High Vibration recorded on DOZ027 during active shift.,False
SE0337,2026-09-12 19:12:47,EXC025,OP026,High Vibration,HIGH,72.3,Safety rule triggered: High Vibration recorded on EXC025 during active shift.,True
SE0338,2026-08-31 09:47:47,DOZ015,OP003,High Fatigue,HIGH,59.4,Safety rule triggered: High Fatigue recorded on DOZ015 during active shift.,True
SE0339,2026-08-27 07:51:47,WHE050,OP011,Seatbelt Violation,HIGH,66.5,Safety rule triggered: Seatbelt Violation recorded on WHE050 during active shift.,True
SE0340,2026-09-10 16:09:47,COM036,OP074,Excessive Idling,MEDIUM,43.8,Safety rule triggered: Excessive Idling recorded on COM036 during active shift.,True
SE0341,2026-09-03 05:34:47,COM006,OP079,High Fatigue,HIGH,74.4,Safety rule triggered: High Fatigue recorded on COM006 during active shift.,True
SE0342,2026-09-02 19:29:47,EXC049,OP038,Seatbelt Violation,MEDIUM,67.1,Safety rule triggered: Seatbelt Violation recorded on EXC049 during active shift.,False
SE0343,2026-09-07 20:59:47,GRA010,OP091,High Fatigue,HIGH,66.2,Safety rule triggered: High Fatigue recorded on GRA010 during active shift.,False
SE0344,2026-08-29 20:28:47,GRA034,OP049,High Fatigue,MEDIUM,63.8,Safety rule triggered: High Fatigue recorded on GRA034 during active shift.,True
SE0345,2026-09-12 22:31:47,WHE014,OP050,Seatbelt Violation,HIGH,70.7,Safety rule triggered: Seatbelt Violation recorded on WHE014 during active shift.,True
SE0346,2026-08-30 22:15:47,GRA004,OP025,Proximity Hazard,CRITICAL,86.6,Safety rule triggered: Proximity Hazard recorded on GRA004 during active shift.,False
SE0347,2026-09-02 03:04:47,DUM017,OP039,Proximity Hazard,CRITICAL,83.1,Safety rule triggered: Proximity Hazard recorded on DUM017 during active shift.,True
SE0348,2026-09-14 22:55:47,DUM041,OP077,Proximity Hazard,MEDIUM,87.9,Safety rule triggered: Proximity Hazard recorded on DUM041 during active shift.,True
SE0349,2026-09-11 04:20:47,WHE050,OP077,Overheating,HIGH,72.5,Safety rule triggered: Overheating recorded on WHE050 during active shift.,True
SE0350,2026-09-20 13:40:47,EXC007,OP069,Proximity Hazard,CRITICAL,82.9,Safety rule triggered: Proximity Hazard recorded on EXC007 during active shift.,True
SE0351,2026-09-11 21:40:47,EXC013,OP029,Proximity Hazard,CRITICAL,86.7,Safety rule triggered: Proximity Hazard recorded on EXC013 during active shift.,False
SE0352,2026-09-08 11:03:47,DOZ027,OP012,High Vibration,HIGH,63.0,Safety rule triggered: High Vibration recorded on DOZ027 during active shift.,True
SE0353,2026-08-25 21:26:47,DOZ015,OP016,Excessive Idling,MEDIUM,37.5,Safety rule triggered: Excessive Idling recorded on DOZ015 during active shift.,False
SE0354,2026-09-08 20:55:47,COM018,OP046,High Fatigue,HIGH,75.7,Safety rule triggered: High Fatigue recorded on COM018 during active shift.,True
SE0355,2026-09-10 08:02:47,COM012,OP087,Excessive Idling,MEDIUM,48.4,Safety rule triggered: Excessive Idling recorded on COM012 during active shift.,True
SE0356,2026-09-08 18:18:47,GRA016,OP051,Excessive Idling,MEDIUM,44.8,Safety rule triggered: Excessive Idling recorded on GRA016 during active shift.,False
SE0357,2026-09-06 15:43:47,DOZ045,OP006,High Fatigue,HIGH,68.1,Safety rule triggered: High Fatigue recorded on DOZ045 during active shift.,True
SE0358,2026-08-27 19:45:47,DOZ039,OP063,Overheating,HIGH,63.3,Safety rule triggered: Overheating recorded on DOZ039 during active shift.,True
SE0359,2026-08-26 23:54:47,WHE032,OP099,High Fatigue,HIGH,58.6,Safety rule triggered: High Fatigue recorded on WHE032 during active shift.,True
SE0360,2026-09-13 14:29:47,COM018,OP088,Overheating,HIGH,71.3,Safety rule triggered: Overheating recorded on COM018 during active shift.,True
SE0361,2026-09-01 01:16:47,EXC019,OP065,Proximity Hazard,CRITICAL,85.1,Safety rule triggered: Proximity Hazard recorded on EXC019 during active shift.,True
