progress_id,operator_id,course_id,completion_status,score,attempts,completed_at
PRG0427,OP096,TRN005,In Progress,0.0,1,
PRG0428,OP019,TRN005,In Progress,0.0,1,
PRG0429,OP094,TRN006,Not Started,0.0,0,
PRG0430,OP066,TRN006,Completed,84.8,1,2026-08-19 12:45:47
PRG0431,OP099,TRN003,Completed,85.9,1,2026-08-17 12:45:47
PRG0432,OP060,TRN004,Completed,78.0,1,2026-09-19 12:45:47
PRG0433,OP092,TRN005,Completed,99.7,1,2026-08-12 12:45:47
PRG0434,OP001,TRN004,Completed,92.5,1,2026-08-22 12:45:47
PRG0435,OP076,TRN003,In Progress,0.0,1,
PRG0436,OP036,TRN003,Not Started,0.0,0,
PRG0437,OP088,TRN006,In Progress,0.0,1,
PRG0438,OP040,TRN003,Completed,90.1,1,2026-07-30 12:45:47
PRG0439,OP006,TRN004,Not Started,0.0,0,
PRG0440,OP075,TRN002,Not Started,0.0,0,
PRG0441,OP018,TRN004,In Progress,0.0,1,
PRG0442,OP037,TRN006,Completed,93.4,1,2026-09-03 12:45:47
PRG0443,OP099,TRN004,In Progress,0.0,1,
PRG0444,OP073,TRN001,Not Started,0.0,0,
PRG0445,OP004,TRN006,In Progress,0.0,1,
PRG0446,OP032,TRN003,Completed,80.8,1,2026-07-26 12:45:47
PRG0447,OP079,TRN005,In Progress,0.0,1,
PRG0448,OP081,TRN006,Completed,98.4,1,2026-08-24 12:45:47
PRG0449,OP078,TRN006,Not Started,0.0,0,
PRG0450,OP047,TRN005,In Progress,0.0,1,
PRG0451,OP058,TRN005,Completed,97.3,1,2026-07-25 12:45:47
PRG0452,OP087,TRN004,In Progress,0.0,1,
PRG0453,OP054,TRN006,Completed,90.8,1,2026-08-29 12:45:47
PRG0454,OP062,TRN005,In Progress,0.0,1,
PRG0455,OP028,TRN003,Completed,89.7,1,2026-08-22 12:45:47
PRG0456,OP089,TRN002,Completed,76.4,1,2026-08-25 12:45:47
PRG0457,OP084,TRN006,Completed,81.9,1,2026-08-02 12:45:47
PRG0458,OP088,TRN004,Not Started,0.0,0,
PRG0459,OP050,TRN001,Completed,98.7,1,2026-09-02 12:45:47
PRG0460,OP085,TRN001,Completed,76.4,1,2026-08-22 12:45:47
PRG0461,OP066,TRN005,Completed,94.6,1,2026-08-29 12:45:47
PRG0462,OP075,TRN002,Completed,78.4,1,2026-09-10 12:45:47
PRG0463,OP026,TRN006,In Progress,0.0,1,
PRG0464,OP037,TRN001,Completed,85.8,1,2026-07-27 12:45:47
PRG0465,OP025,TRN004,In Progress,0.0,1,
PRG0466,OP017,TRN005,In Progress,0.0,1,
PRG0467,OP088,TRN001,Completed,86.9,1,2026-09-08 12:45:47
PRG0468,OP012,TRN002,Not Started,0.0,0,
PRG0469,OP041,TRN002,Completed,83.5,1,2026-08-24 12:45:47
PRG0470,OP031,TRN003,In Progress,0.0,1,
PRG0471,OP016,TRN003,Not Started,0.0,0,
PRG0472,OP020,TRN003,Completed,77.9,1,2026-09-10 12:45:47
PRG0473,OP018,TRN002,Completed,88.3,1,2026-09-05 12:45:47
PRG0474,OP062,TRN004,Completed,94.7,1,2026-09-04 12:45:47
PRG0475,OP055,TRN005,In Progress,0.0,1,
PRG0476,OP005,TRN005,Completed,99.2,1,2026-08-08 12:45:47
PRG0477,OP046,TRN003,In Progress,0.0,1,
PRG0478,OP045,TRN006,Not Started,0.0,0,
PRG0479,OP006,TRN002,Completed,84.9,1,2026-09-20 12:45:47
PRG0480,OP053,TRN001,Not Started,0.0,0,
PRG0481,OP033,TRN001,Completed,79.8,1,2026-08-27 12:45:47
PRG0482,OP040,TRN003,In Progress,0.0,1,
PRG0483,OP073,TRN003,Not Started,0.0,0,
PRG0484,OP051,TRN001,Completed,76.2,1,2026-09-16 12:45:47
PRG0485,OP071,TRN005,Completed,93.2,1,2026-07-25 12:45:47
PRG0486,OP085,TRN005,Completed,96.1,1,2026-08-13 12:45:47
PRG0487,OP019,TRN004,Completed,98.7,1,2026-07-31 12:45:47
PRG0488,OP054,TRN003,Completed,78.2,1,2026-08-25 12:45:47
PRG0489,OP095,TRN004,Completed,90.6,1,2026-07-27 12:45:47
PRG0490,OP020,TRN002,Completed,83.8,1,2026-07-26 12:45:47
PRG0491,OP070,TRN006,Completed,89.4,1,2026-08-12 12:45:47
PRG0492,OP091,TRN006,Completed,99.7,1,2026-08-30 12:45:47
PRG0493,OP050,TRN003,In Progress,0.0,1,
PRG0494,OP054,TRN005,In Progress,0.0,1,
PRG0495,OP032,TRN006,Completed,93.5,1,2026-07-25 12:45:47
PRG0496,OP033,TRN003,In Progress,0.0,1,
PRG0497,OP042,TRN003,In Progress,0.0,1,
PRG0498,OP007,TRN002,Not Started,0.0,0,
PRG0499,OP028,TRN006,In Progress,0.0,1,
PRG0500,OP055,TRN001,Not Started,0.0,0,
